,,,Vanilla Location-1,,,,,,,,,,,Vanilla with memory based and memoryless heuristic,,,,,,,,Vanilla Location-2,,,,,,,,,,,Vanilla with memory based and memoryless heuristic,,,,,,,Vanilla Location-3,,,,,,,,,,,,,Inverse Heat,,,,,mSA Random Heuristics,,,,Vanilla with memory based and memoryless heuristic,,
,,,,,Mean,Std,Upper ,Lower,,new_Mean,Upper,Lower,,Mean,Upper,Lower,,,,,,,,Mean,Std,Upper ,Lower,,new_Mean,Upper,Lower,,Mean,Upper,Lower,,,,,,,,Mean,Std,Upper ,Lower,,new_Mean,Upper,Lower,,,new_Mean,Upper,Lower,,,Mean,Upper,Lower,,Mean,Upper,Lower
14,9,3,27,6,11.8,9.418067742,21.21806774,2.381932258,,16.2,24.23,8.1698,,3.5,4.1882,2.8118,,,13,11,21,5,18,13.6,6.228964601,19.8289646,7.371035399,,12.95,20.82,5.0795,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.55,16.313,2.7873,,,4.6,11.205,-2.0046,,,10.25,23.392,-2.8924,,0,0,0
14,9,3,27,6,11.8,9.418067742,21.21806774,2.381932258,,16.05,24.04,8.06,,3.5,4.1882,2.8118,,,13,11,21,5,18,13.6,6.228964601,19.8289646,7.371035399,,12.9,20.74,5.0602,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.45,16.095,2.8051,,,4.4,10.86,-2.0596,,,10.3,23.503,-2.9033,,0,0,0
14,9,3,27,6,11.8,9.418067742,21.21806774,2.381932258,,16.15,24.243,8.0566,,3.5,4.1882,2.8118,,,13,11,21,5,18,13.6,6.228964601,19.8289646,7.371035399,,12.95,20.82,5.0795,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.45,16.095,2.8051,,,4.55,11.059,-1.9589,,,10.25,23.376,-2.8764,,0,0,0
14,9,3,27,5,11.6,9.581231654,21.18123165,2.018768346,,16.05,24.112,7.9879,,3.5,4.1882,2.8118,,,12,11,21,5,18,13.4,6.268971207,19.66897121,7.131028793,,12.95,20.894,5.0063,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.45,16.095,2.8051,,,4.4,10.703,-1.9029,,,10.25,23.292,-2.7919,,0,0,0
14,9,3,27,5,11.6,9.581231654,21.18123165,2.018768346,,15.95,24.307,7.593,,3.5,4.1882,2.8118,,,12,11,21,4,18,13.2,6.610597552,19.81059755,6.589402448,,12.85,20.806,4.8944,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.846,2.5541,,,4.5,10.92,-1.9195,,,10.3,23.403,-2.8032,,0,0,0
14,9,3,27,5,11.6,9.581231654,21.18123165,2.018768346,,15.9,24.253,7.5466,,3.5,4.1882,2.8118,,,12,11,21,5,18,13.4,6.268971207,19.66897121,7.131028793,,12.9,20.886,4.9138,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.4,16.115,2.6847,,,4.55,11.115,-2.0153,,,10.3,23.395,-2.7952,,0,0,0
13,9,3,27,4,11.2,9.705668447,20.90566845,1.494331553,,15.7,24.099,7.3014,,3.5,4.1882,2.8118,,,12,11,21,5,18,13.4,6.268971207,19.66897121,7.131028793,,12.8,20.685,4.9153,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.846,2.5541,,,4.55,11.083,-1.9831,,,10.1,23.166,-2.9662,,0,0,0
13,9,3,27,4,11.2,9.705668447,20.90566845,1.494331553,,15.6,23.975,7.2246,,3.5,4.1882,2.8118,,,12,11,21,5,18,13.4,6.268971207,19.66897121,7.131028793,,12.7,20.581,4.8186,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.35,16.025,2.675,,,4.65,11.206,-1.9056,,,10.15,23.198,-2.8976,,0,0,0
13,9,3,27,4,11.2,9.705668447,20.90566845,1.494331553,,15.4,23.801,6.9995,,3.5,4.1882,2.8118,,,11,11,21,4,18,13,6.670832032,19.67083203,6.329167968,,12.55,20.454,4.6461,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.35,16.025,2.675,,,4.55,10.92,-1.82,,,10.1,23.15,-2.9501,,0,0,0
13,9,3,27,3,11,9.899494937,20.89949494,1.100505063,,15.3,23.749,6.8514,,3.5,4.1882,2.8118,,,11,11,21,5,18,13.2,6.340346994,19.54034699,6.859653006,,12.55,20.427,4.6728,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.3,15.918,2.6818,,,4.7,11.214,-1.814,,,9.9,22.841,-3.0408,,0,0,0
13,9,3,27,3,11,9.899494937,20.89949494,1.100505063,,15.2,23.602,6.7982,,3.5,4.1882,2.8118,,,11,11,21,5,18,13.2,6.340346994,19.54034699,6.859653006,,12.55,20.441,4.6595,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.15,15.762,2.5384,,,4.6,10.953,-1.7528,,,9.95,22.974,-3.0742,,0,0,0
13,9,3,27,3,11,9.899494937,20.89949494,1.100505063,,15.15,23.493,6.8069,,3.5,4.1882,2.8118,,,11,11,21,5,18,13.2,6.340346994,19.54034699,6.859653006,,12.65,20.606,4.6944,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.35,16.025,2.675,,,4.7,11.198,-1.7978,,,9.85,22.784,-3.0841,,0,0,0
13,9,3,27,3,11,9.899494937,20.89949494,1.100505063,,15.15,23.575,6.7253,,3.5,4.1882,2.8118,,,10,10,21,4,18,12.6,6.841052551,19.44105255,5.758947449,,12.45,20.46,4.4403,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.25,15.834,2.6655,,,4.6,11.084,-1.884,,,9.85,22.861,-3.1612,,0,0,0
13,9,3,27,3,11,9.899494937,20.89949494,1.100505063,,15.2,23.677,6.7234,,3.5,4.1882,2.8118,,,10,10,21,4,18,12.6,6.841052551,19.44105255,5.758947449,,12.45,20.447,4.4535,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.25,15.834,2.6655,,,4.65,11.254,-1.9536,,,9.85,22.91,-3.2097,,0,0,0
13,9,3,27,3,11,9.899494937,20.89949494,1.100505063,,15.05,23.445,6.6553,,3.5,4.1882,2.8118,,,10,10,21,5,18,12.8,6.534523701,19.3345237,6.265476299,,12.45,20.387,4.5129,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.15,15.762,2.5384,,,4.7,11.31,-1.9102,,,9.85,23.098,-3.3977,,0,0,0
12,9,3,27,3,10.8,9.859006035,20.65900604,0.940993965,,15,23.423,6.577,,3.5,4.1882,2.8118,,,10,9,21,5,18,12.6,6.655824517,19.25582452,5.944175483,,12.35,20.286,4.4142,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.758,2.6418,,,4.75,11.445,-1.9454,,,9.95,23.107,-3.2068,,0,0,0
12,9,3,27,3,10.8,9.859006035,20.65900604,0.940993965,,14.9,23.354,6.4464,,3.5,4.1882,2.8118,,,10,9,21,4,18,12.4,6.949820142,19.34982014,5.450179858,,12.35,20.378,4.3219,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.758,2.6418,,,4.6,11.124,-1.9244,,,9.95,23.107,-3.2068,,0,0,0
12,9,3,27,3,10.8,9.859006035,20.65900604,0.940993965,,14.8,23.069,6.5308,,3.5,4.1882,2.8118,,,10,8,21,4,18,12.2,7.085195834,19.28519583,5.114804166,,12.25,20.262,4.2377,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.25,15.866,2.6336,,,4.7,11.286,-1.8863,,,9.8,22.909,-3.3093,,0,0,0
11,9,3,27,3,10.6,9.838699101,20.4386991,0.761300899,,14.7,22.908,6.4915,,3.5,4.1882,2.8118,,,10,8,21,4,18,12.2,7.085195834,19.28519583,5.114804166,,12.3,20.353,4.2469,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.75,11.43,-1.9297,,,9.9,22.998,-3.1984,,0,0,0
10,9,3,27,3,10.4,9.838699101,20.2386991,0.561300899,,14.7,22.838,6.5624,,3.5,4.1882,2.8118,,,10,8,21,3,18,12,7.38241153,19.38241153,4.61758847,,12.2,20.308,4.0915,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.35,15.938,2.7623,,,4.65,11.293,-1.9934,,,9.95,23.115,-3.2148,,0,0,0
10,9,3,27,3,10.4,9.838699101,20.2386991,0.561300899,,14.5,22.838,6.1618,,3.5,4.1882,2.8118,,,10,9,21,3,18,12.2,7.259476565,19.45947657,4.940523435,,12.25,20.302,4.1984,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.8,11.556,-1.9559,,,9.85,22.95,-3.2499,,0,0,0
10,9,3,27,3,10.4,9.838699101,20.2386991,0.561300899,,14.45,22.801,6.0993,,3.5,4.1882,2.8118,,,10,8,21,3,18,12,7.38241153,19.38241153,4.61758847,,12.05,20.125,3.9749,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.25,15.866,2.6336,,,4.65,11.262,-1.9616,,,9.85,22.95,-3.2499,,0,0,0
10,9,3,27,3,10.4,9.838699101,20.2386991,0.561300899,,14.4,22.712,6.0877,,3.5,4.1882,2.8118,,,10,8,21,3,18,12,7.38241153,19.38241153,4.61758847,,11.95,19.96,3.9403,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.75,11.366,-1.8664,,,9.85,22.869,-3.1693,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.25,22.622,5.8779,,3.5,4.1882,2.8118,,,9,9,21,3,18,12,7.348469228,19.34846923,4.651530772,,11.95,20.012,3.8879,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.7,11.254,-1.8542,,,9.8,22.735,-3.1355,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.2,22.577,5.8233,,3.5,4.1882,2.8118,,,9,8,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,12,20.143,3.8565,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.758,2.6418,,,4.75,11.398,-1.8981,,,9.8,22.837,-3.2368,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.3,22.636,5.9643,,3.5,4.1882,2.8118,,,9,9,21,3,18,12,7.348469228,19.34846923,4.651530772,,11.9,20.004,3.7961,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.758,2.6418,,,4.8,11.493,-1.8933,,,9.7,22.572,-3.1722,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.15,22.562,5.7378,,3.5,4.1882,2.8118,,,9,8,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.9,19.978,3.8221,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.8,11.595,-1.9947,,,9.7,22.589,-3.1886,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.2,22.602,5.7982,,3.5,4.1882,2.8118,,,9,8,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.8,19.902,3.698,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.7,11.262,-1.8623,,,9.6,22.42,-3.2202,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.1,22.504,5.6964,,3.5,4.1882,2.8118,,,9,8,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.7,19.747,3.6534,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.758,2.6418,,,4.65,11.141,-1.8411,,,9.65,22.453,-3.1533,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.15,22.537,5.7628,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11.6,19.701,3.4993,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.6,11.149,-1.9486,,,9.75,22.715,-3.215,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.05,22.438,5.6616,,3.5,4.1882,2.8118,,,8,9,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.6,19.655,3.5449,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.758,2.6418,,,4.7,11.294,-1.8943,,,9.7,22.453,-3.0531,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,14.1,22.572,5.6278,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11.55,19.547,3.5535,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.2,15.758,2.6418,,,4.65,11.173,-1.8734,,,9.75,22.593,-3.0927,,0,0,0
10,9,3,27,3,10.4,9.838699101,20.2386991,0.561300899,,14.05,22.457,5.6428,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11.4,19.462,3.3384,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.5,10.854,-1.8536,,,9.65,22.329,-3.0293,,0,0,0
10,9,3,27,3,10.4,9.838699101,20.2386991,0.561300899,,13.9,22.285,5.5152,,3.5,4.1882,2.8118,,,9,8,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.5,19.431,3.5694,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.6,10.961,-1.7611,,,9.7,22.453,-3.0531,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.85,22.174,5.5258,,3.5,4.1882,2.8118,,,8,9,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.35,19.312,3.3878,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.25,15.866,2.6336,,,4.65,11.19,-1.8896,,,9.65,22.317,-3.0169,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.6,21.881,5.3194,,3.5,4.1882,2.8118,,,8,9,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.35,19.299,3.401,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.55,10.854,-1.7535,,,9.75,22.44,-2.9401,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.6,21.95,5.2498,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11.2,19.184,3.2158,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9,15.625,2.3747,,,4.65,11.01,-1.71,,,9.6,22.049,-2.8495,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.55,21.837,5.2626,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11.15,19.132,3.1679,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.1,15.685,2.5153,,,4.85,11.43,-1.7297,,,9.6,22.155,-2.9547,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.5,21.788,5.2124,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11,18.974,3.0264,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.15,15.809,2.4908,,,4.95,11.587,-1.687,,,9.65,22.187,-2.8874,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.4,21.662,5.1385,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11.1,19.099,3.1007,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9,15.625,2.3747,,,4.85,11.517,-1.8171,,,9.75,22.453,-2.9526,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.4,21.668,5.1321,,3.5,4.1882,2.8118,,,8,9,21,3,18,11.8,7.463243263,19.26324326,4.336756737,,11.05,19.145,2.9553,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9.25,15.866,2.6336,,,5.05,11.797,-1.6971,,,9.65,22.25,-2.9502,,0,0,0
10,9,3,27,3,10.4,9.838699101,20.2386991,0.561300899,,13.35,21.611,5.0893,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,11.05,19.164,2.9358,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9,15.625,2.3747,,,4.9,11.525,-1.7245,,,9.7,22.379,-2.9786,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.35,21.674,5.0258,,3.5,4.1882,2.8118,,,8,8,21,3,18,11.6,7.569676347,19.16967635,4.030323653,,10.95,19.012,2.8879,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9,15.625,2.3747,,,4.95,11.611,-1.7108,,,9.55,22.055,-2.9546,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.2,21.564,4.8359,,3.5,4.1882,2.8118,,,7,9,21,3,18,11.6,7.602631123,19.20263112,3.997368877,,11,19.118,2.8824,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,9,15.625,2.3747,,,4.9,11.548,-1.7483,,,9.65,22.225,-2.9251,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.2,21.602,4.7982,,3.5,4.1882,2.8118,,,7,8,21,3,18,11.4,7.700649323,19.10064932,3.699350677,,10.95,19.084,2.8164,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.85,15.462,2.2384,,,5.1,11.905,-1.7048,,,9.75,22.319,-2.8193,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13.05,21.438,4.6616,,3.5,4.1882,2.8118,,,6,8,21,3,18,11.2,7.854934755,19.05493475,3.345065245,,10.85,18.976,2.7242,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.95,15.523,2.3767,,,5.05,11.844,-1.7438,,,9.8,22.522,-2.9221,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13,21.385,4.6145,,3.5,4.1882,2.8118,,,7,8,21,3,18,11.4,7.700649323,19.10064932,3.699350677,,10.75,18.867,2.6333,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.95,15.523,2.3767,,,5.1,12.103,-1.903,,,9.8,22.414,-2.8141,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,13,21.379,4.6208,,3.5,4.1882,2.8118,,,7,7,21,3,18,11.2,7.823042886,19.02304289,3.376957114,,10.6,18.635,2.5646,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.85,15.462,2.2384,,,5.15,12.141,-1.8408,,,9.75,22.399,-2.8986,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.9,21.354,4.4464,,3.5,4.1882,2.8118,,,6,6,21,3,18,10.8,8.105553652,18.90555365,2.694446348,,10.5,18.588,2.4117,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.95,15.523,2.3767,,,5.2,12.171,-1.7706,,,9.75,22.424,-2.9235,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.85,21.268,4.4315,,3.5,4.1882,2.8118,,,6,7,21,3,18,11,7.968688725,18.96868873,3.031311275,,10.55,18.547,2.5535,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.95,15.523,2.3767,,,5.15,12.08,-1.7803,,,9.7,22.19,-2.7904,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.85,21.268,4.4315,,3.5,4.1882,2.8118,,,6,6,21,3,18,10.8,8.105553652,18.90555365,2.694446348,,10.45,18.44,2.46,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.95,15.523,2.3767,,,5.2,12.216,-1.8158,,,9.75,22.315,-2.8151,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.75,21.191,4.309,,3.5,4.1882,2.8118,,,6,6,21,3,18,10.8,8.105553652,18.90555365,2.694446348,,10.5,18.516,2.4836,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.85,15.462,2.2384,,,5.05,11.905,-1.8055,,,9.65,21.993,-2.6928,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.75,21.253,4.2469,,3.5,4.1882,2.8118,,,7,6,21,3,18,11,7.968688725,18.96868873,3.031311275,,10.5,18.536,2.4639,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.95,15.523,2.3767,,,4.95,11.603,-1.7029,,,9.75,22.256,-2.7563,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.8,21.239,4.3607,,3.5,4.1882,2.8118,,,6,5,21,3,18,10.6,8.264381405,18.8643814,2.335618595,,10.35,18.489,2.2112,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.8,15.382,2.2177,,,4.95,11.752,-1.8515,,,9.65,22.035,-2.7354,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.65,21.174,4.1259,,3.5,4.1882,2.8118,,,6,5,21,3,18,10.6,8.264381405,18.8643814,2.335618595,,10.35,18.489,2.2112,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.7,15.318,2.0818,,,4.85,11.611,-1.9112,,,9.7,22.068,-2.6676,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.65,21.125,4.1754,,3.5,4.1882,2.8118,,,7,5,21,3,18,10.8,8.136338243,18.93633824,2.663661757,,10.45,18.564,2.3358,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.7,15.318,2.0818,,,4.75,11.302,-1.8024,,,9.6,21.883,-2.6835,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.65,21.087,4.2128,,3.5,4.1882,2.8118,,,6,5,21,3,18,10.6,8.264381405,18.8643814,2.335618595,,10.3,18.405,2.1948,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.7,15.318,2.0818,,,4.85,11.422,-1.7217,,,9.75,22.197,-2.6973,,0,0,0
9,9,3,27,3,10.2,9.859006035,20.05900604,0.340993965,,12.45,20.944,3.9556,,3.5,4.1882,2.8118,,,7,4,21,3,18,10.6,8.324662155,18.92466216,2.275337845,,10.2,18.282,2.1175,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.7,15.318,2.0818,,,4.75,11.5,-2.0002,,,9.65,21.929,-2.6287,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.35,21.045,3.6547,,3.5,4.1882,2.8118,,,6,4,21,3,18,10.4,8.443932733,18.84393273,1.956067267,,10.15,18.282,2.0177,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.85,15.462,2.2384,,,4.85,11.642,-1.9422,,,9.6,21.935,-2.7348,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.3,20.891,3.7093,,3.5,4.1882,2.8118,,,6,4,21,3,18,10.4,8.443932733,18.84393273,1.956067267,,10.15,18.282,2.0177,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.8,15.382,2.2177,,,4.9,11.588,-1.7878,,,9.6,22.041,-2.841,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.2,20.757,3.6431,,3.5,4.1882,2.8118,,,6,4,21,3,18,10.4,8.443932733,18.84393273,1.956067267,,10.15,18.256,2.0436,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.65,15.262,2.0384,,,5,11.882,-1.8825,,,9.55,21.949,-2.849,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.2,20.769,3.6308,,3.5,4.1882,2.8118,,,5,4,21,3,18,10.2,8.584870413,18.78487041,1.615129587,,10.15,18.315,1.9854,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.55,15.195,1.9051,,,4.9,11.888,-2.088,,,9.6,22.054,-2.8537,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.2,20.812,3.5879,,3.5,4.1882,2.8118,,,6,4,21,3,18,10.4,8.443932733,18.84393273,1.956067267,,10.1,18.204,1.9961,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.7,15.318,2.0818,,,5.1,12.237,-2.037,,,9.6,21.982,-2.7817,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.2,20.769,3.6308,,3.5,4.1882,2.8118,,,5,4,21,3,18,10.2,8.584870413,18.78487041,1.615129587,,10.1,18.262,1.9378,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.65,15.262,2.0384,,,4.95,11.859,-1.959,,,9.5,21.715,-2.7152,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.15,20.723,3.5766,,3.5,4.1882,2.8118,,,6,4,21,3,18,10.4,8.443932733,18.84393273,1.956067267,,10.05,18.216,1.8841,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.65,15.262,2.0384,,,4.95,11.995,-2.0948,,,9.65,22.044,-2.7439,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.2,20.769,3.6308,,3.5,4.1882,2.8118,,,6,3,21,3,18,10.2,8.642916175,18.84291617,1.557083825,,9.95,18.129,1.7712,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.55,15.195,1.9051,,,5,11.936,-1.9358,,,9.65,22.074,-2.7736,,0,0,0
8,9,3,27,3,10,9.899494937,19.89949494,0.100505063,,12.15,20.723,3.5766,,3.5,4.1882,2.8118,,,5,3,21,3,18,10,8.774964387,18.77496439,1.225035613,,9.9,18.075,1.7249,,0,0,0,,,4,16,0,0,19,7.8,9.066421565,16.86642157,-1.266421565,,8.4,15.092,1.7083,,,4.9,11.805,-2.0046,,,9.6,21.896,-2.6963,,0,0,0
