4,4,7,7,7,7,10,6,1.549193338,,4,2,2,3,3,2.75,0.836660027,,,,,,,,,,,,,,,,,,,,,,,
2,2,4,3,4,3,11,3,0.894427191,,2,0,0,2,4,1,1.673320053,,,,,,,,,,,,,,,,,,,,,,,
3,0,4,4,4,4,12,3.166666667,1.602081979,,0,0,0,0,6,0,2.683281573,,,,,,,,,,,,,,,,,,,,,,,
4,0,5,3,5,3,13,3.333333333,1.861898673,,0,0,0,0,3,0,1.341640786,,,,,,,,,,,,,,,,,,,,,,,
3,0,3,5,3,5,14,3.166666667,1.834847859,,0,0,0,0,2,0,0.894427191,,,,,,,,,,,,,,,,,,,,,,,
3,0,3,4,3,4,15,2.833333333,1.471960144,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,4,3,4,3,16,3,1.549193338,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,3,4,3,4,17,3,1.549193338,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,4,4,4,4,18,3.333333333,1.632993162,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,4,5,4,5,19,3.5,1.870828693,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,5,4,5,4,20,3.5,1.870828693,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,4,3,4,3,21,2.833333333,1.471960144,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,3,4,3,4,22,3,1.549193338,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,4,4,4,4,23,3.333333333,1.632993162,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,3,5,3,5,24,3.333333333,1.861898673,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,4,6,4,6,25,3.833333333,2.228601953,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,5,10,5,10,26,5.5,3.937003937,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,5,11,5,11,27,5.833333333,4.400757511,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,6,13,6,13,28,7,5.138093031,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,4,11,4,11,29,5.666666667,4.412104562,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,5,9,5,9,30,5.333333333,3.386246693,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5,0,4,7,4,7,31,4.5,2.588435821,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,3,4,3,4,32,2.833333333,1.471960144,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,5,4,5,4,33,3.666666667,1.861898673,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,5,4,5,4,34,3.666666667,1.861898673,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,4,3,4,3,35,2.833333333,1.471960144,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
3,0,4,6,4,6,36,3.833333333,2.228601953,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,6,8,6,8,37,5.333333333,3.011090611,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,9,10,9,10,38,7,4.098780306,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
4,0,11,12,11,12,39,8.333333333,5.085928299,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
5,0,13,12,13,12,40,9.166666667,5.419102017,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
