23,21,18,17,14,11,8,5,5,4,2,3,4,3,3,4,4,4,3,3,3,4,4,4,3,3,3,4,4,4,5,3,4,4,3,3,4,4,4,5
23,21,18,15,14,11,8,5,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,21,18,17,12,9,6,4,3,7,4,4,5,3,3,4,3,4,4,5,4,3,4,3,4,5,5,6,4,5,4,3,5,5,4,4,6,9,11,13
23,21,16,13,12,9,6,3,5,7,3,4,3,5,4,3,4,4,5,4,3,4,4,5,6,10,11,13,11,9,7,4,4,4,3,6,8,10,12,12
23,21,18,17,12,9,6,4,3,7,4,4,5,3,3,4,3,4,4,5,4,3,4,3,4,5,5,6,4,5,4,3,5,5,4,4,6,9,11,13
23,21,16,13,12,9,6,3,5,7,3,4,3,5,4,3,4,4,5,4,3,4,4,5,6,10,11,13,11,9,7,4,4,4,3,6,8,10,12,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,18,15,14,11,6,3,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18,15,12,11,7,4,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18,15,14,11,7,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18,15,14,11,6,4,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,18,15,12,11,5,4,3,3,3,4,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Time,Mean,Std,,,,,,,Mean,Std,,,,,,,,,,,,,,,,,,,,,,,
23,23,23,23,23,23,1,23,0,,20,20,20,20,20,20,0,,,,,,,,,,,,,,,,,,,,,,,
21,21,21,21,21,21,2,21,0,,18,18,18,18,18,18,0,,,,,,,,,,,,,,,,,,,,,,,
18,18,18,16,18,16,3,17.33333333,1.032795559,,15,15,15,15,15,15,0,,,,,,,,,,,,,,,,,,,,,,,
17,15,17,13,17,13,4,15.33333333,1.966384161,,14,12,14,14,12,13.5,1.095445115,,,,,,,,,,,,,,,,,,,,,,,
14,14,12,12,12,12,5,12.66666667,1.032795559,,11,11,11,11,11,11,0,,,,,,,,,,,,,,,,,,,,,,,
11,11,9,9,9,9,6,9.666666667,1.032795559,,6,7,7,6,5,6.5,0.836660027,,,,,,,,,,,,,,,,,,,,,,,
8,8,6,6,6,6,7,6.666666667,1.032795559,,3,4,3,4,4,3.5,0.547722558,,,,,,,,,,,,,,,,,,,,,,,
5,5,4,3,4,3,8,4,0.894427191,,6,5,4,6,3,5.25,1.303840481,,,,,,,,,,,,,,,,,,,,,,,
5,0,3,5,3,5,9,3.5,1.974841766,,5,4,5,5,3,4.75,0.894427191,,,,,,,,,,,,,,,,,,,,,,,
