24,23,21,20,18,15,14,12,11,8,8,6,3,4,4,4,4,4,3,3,3,4,6,5,5,5,6,6,5,3,3,2,2,2,2
24,23,21,20,18,15,14,12,11,8,6,6,6,5,5,5,5,4,4,2,,,,,,,,,,,,,,,
24,23,21,20,18,15,14,12,11,8,8,6,3,4,6,5,3,3,3,2,,,,,,,,,,,,,,,
24,23,21,20,18,15,14,12,12,11,8,5,3,4,6,6,6,5,3,2,2,,,,,,,,,,,,,,
24,23,21,20,18,15,14,12,11,9,8,3,3,4,6,6,5,5,6,5,5,5,5,6,5,3,2,,,,,,,,
