23,21,18,15,14,11,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
23,21,18,15,14,11,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
23,21,18,15,14,11,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
20,18,15,12,11,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
20,18,15,12,11,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,21,18,15,14,11,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
23,21,18,15,14,11,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
23,21,18,15,14,11,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Time,Mean,Std,,,,,Mean,Std,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,11,7,7,6,9.4,2.19089023,,11,11,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,3,3,7,6,2.738612788,,8,8,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,3,3,8,4.2,1.095445115,,5,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,3,3,9,1.2,1.643167673,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,10,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,11,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,12,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,13,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,14,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,15,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,16,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,17,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,18,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,19,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,20,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,21,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,22,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,23,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,24,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,25,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,26,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,27,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,28,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,29,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,30,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,31,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,32,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,33,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,34,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,35,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,36,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,37,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,38,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,39,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,3,3,40,3.6,0.547722558,,4,4,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,
